term,score,date
hope,4.061728705186929,2007
friends,2.8391955416262546,2007
freedom,2.6453042458659537,2007
nation,2.5701166100146313,2007
today,2.2722972785622693,2007
world,2.2054198444242137,2007
help,2.1789380472567954,2007
past,2.0,2007
strength,2.0,2007
end,2.0,2007
conflict,1.8490473515800403,2007
new,1.8402670633352562,2007
even,1.8240938684122276,2007
life,1.772831345223126,2007
live,1.6756639563860833,2007
country,1.582979822344788,2007
commitment,1.5285599906277494,2007
building,1.528010874890258,2007
support,1.4756192689779675,2007
africa,1.3743761773320773,2007
south,1.3235924473532343,2007
continue,1.3187065669390066,2007
place,1.2863088819404445,2007
african,1.27074715922955,2007
south africa,1.262876573114558,2007
peace,1.2463950663468912,2007
president,1.2446149341892327,2007
make,1.202832731425202,2007
organisation,1.2000799679700234,2007
continent,1.1944556167118767,2007
good,1.1934687844800789,2007
peaceful,1.191609426948995,2007
award,1.1297355236969917,2007
proud,1.0316492985448593,2007
force,1.0178479510749787,2007
human,0.9982514061117242,2007
struggle,0.9723653465307395,2007
together,0.9495655937765913,2007
opportunities,0.9391037262025941,2007
still,0.9366831093059549,2007
role,0.9326982541720878,2007
spirit,0.9187747109502291,2007
leaders,0.9171058439234853,2007
others,0.9126024113867899,2007
democracy,0.9090136232993756,2007
efforts,0.8875453531532822,2007
social,0.8689957248273287,2007
general,0.8584695456630946,2007
making,0.8148877031090104,2007
distinguished,0.8053077813496479,2007
