term,combined score,date,score category
region,1.1112939651250482,2011,unique neutral score
amongst,1.0405475844466017,2011,unique neutral score
appreciation,0.8315120672363023,2011,unique neutral score
free,0.798364601650062,2011,unique neutral score
general,0.6643602183259518,2011,unique neutral score
human,0.6252833804089238,2011,unique neutral score
freedom,0.6021743624832743,2011,unique neutral score
parties,0.5654166357335066,2011,unique neutral score
continent,0.4883469814282193,2011,unique neutral score
proud,0.4830488861390636,2011,unique neutral score
countries,0.4468290671205359,2011,unique neutral score
confidence,0.4164201067802764,2011,unique neutral score
first,0.4093037975809152,2011,unique neutral score
force,0.4078041548830024,2011,unique neutral score
making,0.4034579823422663,2011,unique neutral score
efforts,0.37479790063472,2011,unique neutral score
leaders,0.359184775889326,2011,unique neutral score
prosperity,0.3575059944757046,2011,unique neutral score
share,0.3567988897462226,2011,unique neutral score
special,0.3549616677878536,2011,unique neutral score
common,0.3547174774483239,2011,unique neutral score
society,0.3355085891588463,2011,unique neutral score
make,0.3294868621099949,2011,unique neutral score
peaceful,0.2864524206868943,2011,unique neutral score
stability,0.919743881870876,2011,unique high sentiment score
humanity,0.6484045079818933,2011,unique high sentiment score
right,0.6394446584275617,2011,unique high sentiment score
government,0.5959251731765345,2011,unique high sentiment score
difficult,0.5076611674151724,2011,unique high sentiment score
towards,0.4990271547214196,2011,unique high sentiment score
conditions,0.401986486078682,2011,unique high sentiment score
need,0.3552682452523668,2011,unique high sentiment score
work,0.3417814881081257,2011,unique high sentiment score
together,0.3393729664562823,2011,unique high sentiment score
new,0.3292942006459557,2011,unique high sentiment score
ensure,0.3246766222110182,2011,unique high sentiment score
south,0.2912679854009448,2011,unique high sentiment score
people,0.239676138352417,2011,unique high sentiment score
